Alpha-3 code,Cancer code,Population code (ISO/UN),Country,Label,Sex,Number,ASR (World),Crude rate,Cumulative risk,indicator
MDG,7,450,450,Madagascar,0,670,4.4,2.3,0.52,incidence
MWI,7,454,454,Malawi,0,302,3.2,1.5,0.35,incidence
MYS,7,458,458,Malaysia,0,1528,4.1,4.6,0.44,incidence
MDV,7,462,462,Maldives,0,3,0.67,0.55,0,incidence
MLI,7,466,466,Mali,0,1347,14.3,6.3,1.7,incidence
MLT,7,470,470,Malta,0,70,5.4,15.8,0.6,incidence
MTQ,7,474,474,"France, Martinique",0,117,10.8,31.3,1.3,incidence
MRT,7,478,478,Mauritania,0,148,5.2,3,0.61,incidence
MUS,7,480,480,Mauritius,0,126,5.7,9.9,0.68,incidence
MEX,7,484,484,Mexico,0,9516,6.3,7.2,0.72,incidence
MNG,7,496,496,Mongolia,0,1000,35.5,29.6,4.2,incidence
MDA,7,498,498,Moldova,0,641,9.6,16,1.3,incidence
MNE,7,499,499,Montenegro,0,50,3.9,8,0.51,incidence
MAR,7,504,504,Morocco,0,2355,5.5,6.2,0.61,incidence
MOZ,7,508,508,Mozambique,0,126,0.81,0.38,0.09,incidence
OMN,7,512,512,Oman,0,245,8.2,4.6,0.99,incidence
NAM,7,516,516,Namibia,0,42,2.5,1.6,0.28,incidence
NPL,7,524,524,Nepal,0,1720,6.5,5.7,0.79,incidence
NLD,7,528,528,The Netherlands,0,1845,4.3,10.7,0.51,incidence
NCL,7,540,540,New Caledonia,0,36,8.4,12.4,0.83,incidence
VUT,7,548,548,Vanuatu,0,7,3.5,2.2,0.48,incidence
NZL,7,554,554,New Zealand,0,497,5,10.2,0.56,incidence
NIC,7,558,558,Nicaragua,0,566,9.1,8.4,0.98,incidence
NER,7,562,562,Niger,0,406,3.1,1.6,0.35,incidence
NGA,7,566,566,Nigeria,0,1857,1.8,0.86,0.21,incidence
NOR,7,578,578,Norway,0,519,4.2,9.4,0.48,incidence
PAK,7,586,586,Pakistan,0,5968,3.5,2.6,0.38,incidence
PAN,7,591,591,Panama,0,496,8.8,11.2,0.97,incidence
PNG,7,598,598,Papua New Guinea,0,450,8.1,4.8,0.88,incidence
PRY,7,600,600,Paraguay,0,460,6.4,6.3,0.7,incidence
PER,7,604,604,Peru,0,6380,14.3,18.9,1.5,incidence
PHL,7,608,608,Philippines,0,4155,4.2,3.7,0.5,incidence
POL,7,616,616,Poland,0,6959,8.1,18.4,0.96,incidence
PRT,7,620,620,Portugal,0,3668,12.8,36.2,1.5,incidence
GNB,7,624,624,Guinea-Bissau,0,54,5.4,2.6,0.61,incidence
TLS,7,626,626,Timor-Leste,0,29,3.2,2.1,0.32,incidence
PRI,7,630,630,Puerto Rico,0,214,2.8,7.6,0.32,incidence
QAT,7,634,634,Qatar,0,53,3.5,1.8,0.38,incidence
REU,7,638,638,"France, La Réunion",0,157,9.8,17.3,1.2,incidence
ROU,7,642,642,Romania,0,3823,8.9,20.1,1.1,incidence
RUS,7,643,643,Russian Federation,0,38883,13.7,26.7,1.7,incidence
RWA,7,646,646,Rwanda,0,651,8.2,4.8,0.97,incidence
LCA,7,662,662,Saint Lucia,0,26,8.6,14.1,0.95,incidence
STP,7,678,678,Sao Tome and Principe,0,16,11.1,7,1.3,incidence
SAU,7,682,682,Saudi Arabia,0,761,2.7,2.1,0.3,incidence
SEN,7,686,686,Senegal,0,680,7.2,3.9,0.85,incidence
SRB,7,688,688,Serbia,0,1303,7.1,15.1,0.83,incidence
SLE,7,694,694,Sierra Leone,0,132,2.6,1.6,0.31,incidence
SGP,7,702,702,Singapore,0,955,8,16.1,0.87,incidence
SVK,7,703,703,Slovakia,0,795,6.6,14.6,0.78,incidence
VNM,7,704,704,Viet Nam,0,16277,13.4,16.5,1.6,incidence
SVN,7,705,705,Slovenia,0,449,8.4,21.6,0.99,incidence
SOM,7,706,706,Somalia,0,391,5,2.3,0.56,incidence
ZAF,7,710,710,South Africa,0,1919,3.6,3.2,0.4,incidence
ZWE,7,716,716,Zimbabwe,0,751,10.3,4.9,1.2,incidence
ESP,7,724,724,Spain,0,7173,6,15.4,0.7,incidence
SSD,7,728,728,South Sudan,0,255,4,2.2,0.44,incidence
SDN,7,729,729,Sudan,0,642,2.4,1.4,0.25,incidence
SUR,7,740,740,Suriname,0,32,4.6,5.4,0.47,incidence
SWZ,7,748,748,Eswatini,0,8,1.3,0.68,0.13,incidence
SWE,7,752,752,Sweden,0,871,3.6,8.5,0.43,incidence
CHE,7,756,756,Switzerland,0,1039,5.1,11.8,0.6,incidence
SYR,7,760,760,Syrian Arab Republic,0,721,4.8,3.7,0.5,incidence
TJK,7,762,762,Tajikistan,0,1195,19.4,12,2.2,incidence
THA,7,764,764,Thailand,0,4089,3.3,5.8,0.39,incidence
TGO,7,768,768,Togo,0,242,5.4,2.8,0.58,incidence
TTO,7,780,780,Trinidad and Tobago,0,94,4,6.7,0.43,incidence
ARE,7,784,784,United Arab Emirates,0,164,3.9,1.6,0.45,incidence
TUN,7,788,788,Tunisia,0,545,3.5,4.5,0.41,incidence
TUR,7,792,792,Türkiye,0,12773,11.7,14.9,1.4,incidence
TKM,7,795,795,Turkmenistan,0,623,12.1,10.1,1.5,incidence
UGA,7,800,800,Uganda,0,608,3.3,1.3,0.38,incidence
UKR,7,804,804,Ukraine,0,8026,9.5,18.6,1.2,incidence
MKD,7,807,807,North Macedonia,0,370,9.5,17.8,1.2,incidence
EGY,7,818,818,Egypt,0,3285,3.6,3.1,0.42,incidence
GBR,7,826,826,United Kingdom,0,6034,3.6,8.8,0.4,incidence
TZA,7,834,834,"Tanzania, United Republic of",0,1215,4.2,1.9,0.52,incidence
USA,7,840,840,United States of America,0,25554,4.1,7.6,0.47,incidence
BFA,7,854,854,Burkina Faso,0,363,3.9,1.6,0.55,incidence
URY,7,858,858,Uruguay,0,604,9.2,17.3,1.1,incidence
UZB,7,860,860,Uzbekistan,0,3053,10.2,8.9,1.3,incidence
VEN,7,862,862,Venezuela,0,2617,7.5,8.9,0.85,incidence
WSM,7,882,882,Samoa,0,19,11.7,9.4,1.4,incidence
YEM,7,887,887,Yemen,0,932,5.9,3,0.67,incidence
ZMB,7,894,894,Zambia,0,305,3.9,1.6,0.44,incidence
,,,,Total,,968488,9.2,12.3,1.1,incidence
AFG,32,4,4,Afghanistan,0,275,1,0.67,0.11,incidence
ALB,32,8,8,Albania,0,45,1.1,1.6,0.11,incidence
DZA,32,12,12,Algeria,0,2519,5.4,5.6,0.55,incidence
AGO,32,24,24,Angola,0,110,0.73,0.31,0.1,incidence
AZE,32,31,31,Azerbaijan,0,359,2.9,3.5,0.31,incidence
ARG,32,32,32,Argentina,0,4229,8,9.2,0.78,incidence
AUS,32,36,36,Australia,0,3769,11,14.5,1.1,incidence
AUT,32,40,40,Austria,0,890,7,9.8,0.7,incidence
BHS,32,44,44,Bahamas,0,21,4.4,5.2,0.48,incidence
BHR,32,48,48,Bahrain,0,40,2.7,2.2,0.33,incidence
BGD,32,50,50,Bangladesh,0,1671,0.99,1,0.1,incidence
ARM,32,51,51,Armenia,0,180,3.8,6.1,0.48,incidence
BRB,32,52,52,Barbados,0,18,3.4,6.3,0.34,incidence
BEL,32,56,56,Belgium,0,1093,6.9,9.4,0.67,incidence
BTN,32,64,64,Bhutan,0,6,0.84,0.76,0.09,incidence
BOL,32,68,68,Bolivia,0,247,2.1,2.1,0.23,incidence
BIH,32,70,70,Bosnia Herzegovina,0,142,2.9,4.4,0.3,incidence
BWA,32,72,72,Botswana,0,9,0.47,0.37,0.06,incidence
BRA,32,76,76,Brazil,0,31385,11.8,14.6,1.2,incidence
BLZ,32,84,84,Belize,0,11,3.1,2.7,0.31,incidence
SLB,32,90,90,Solomon Islands,0,43,8.3,6,0.85,incidence
BRN,32,96,96,Brunei Darussalam,0,32,6.3,7.2,0.73,incidence
BGR,32,100,100,Bulgaria,0,412,4.4,6,0.42,incidence
MMR,32,104,104,Myanmar,0,1716,2.9,3.1,0.27,incidence
BDI,32,108,108,Burundi,0,77,1.3,0.61,0.14,incidence
BLR,32,112,112,Belarus,0,1109,9,11.8,0.86,incidence
KHM,32,116,116,Cambodia,0,721,4.7,4.2,0.45,incidence
CMR,32,120,120,Cameroon,0,118,0.75,0.42,0.09,incidence
CAN,32,124,124,Canada,0,5559,10.7,14.5,1,incidence
CPV,32,132,132,Cape Verde,0,3,0.6,0.53,0.07,incidence
CAF,32,140,140,Central African Republic,0,30,1.3,0.6,0.14,incidence
LKA,32,144,144,Sri Lanka,0,1706,6.7,7.9,0.62,incidence
TCD,32,148,148,Chad,0,477,5.1,2.7,0.58,incidence
CHL,32,152,152,Chile,0,1106,4.5,5.8,0.42,incidence
CHN,32,156,160,China,0,466118,24.6,33,2.3,incidence
COL,32,170,170,Colombia,0,4885,8.1,9.5,0.84,incidence
COM,32,174,174,Comoros,0,3,0.54,0.33,0.06,incidence
COG,32,178,178,"Congo, Republic of",0,14,0.45,0.24,0.06,incidence
COD,32,180,180,"Congo, Democratic People Republic of",0,404,0.85,0.42,0.09,incidence
CRI,32,188,188,Costa Rica,0,877,13.8,16.9,1.4,incidence
HRV,32,191,191,Croatia,0,778,14,19.2,1.4,incidence
CUB,32,192,192,Cuba,0,703,4.3,6.2,0.42,incidence
CYP,32,196,196,Cyprus,0,498,31.8,40.7,3.1,incidence
CZE,32,203,203,Czechia,0,1360,9,12.7,0.88,incidence
BEN,32,204,204,Benin,0,48,0.62,0.38,0.05,incidence
DNK,32,208,208,Denmark,0,676,8,11.6,0.8,incidence
DOM,32,214,214,Dominican Republic,0,278,2.3,2.5,0.21,incidence
ECU,32,218,218,Ecuador,0,1290,6.7,7.1,0.66,incidence
SLV,32,222,222,El Salvador,0,159,2.4,2.4,0.25,incidence
GNQ,32,226,226,Equatorial Guinea,0,4,0.23,0.27,0.02,incidence
ETH,32,231,231,Ethiopia,0,3139,3.8,2.6,0.42,incidence
ERI,32,232,232,Eritrea,0,83,3.3,2.3,0.36,incidence
EST,32,233,233,Estonia,0,91,4.1,6.9,0.43,incidence
FJI,32,242,242,Fiji,0,80,8.7,8.8,0.94,incidence
FIN,32,246,246,Finland,0,668,8.1,12,0.8,incidence
FRA,32,250,250,France (metropolitan),0,9618,11,14.7,1.1,incidence
GUF,32,254,254,French Guyana,0,13,4.2,4.1,0.43,incidence
PYF,32,258,258,French Polynesia,0,61,16.9,21.5,1.8,incidence
DJI,32,262,262,Djibouti,0,26,3,2.6,0.36,incidence
GAB,32,266,266,Gabon,0,12,0.68,0.51,0.07,incidence
GEO,32,268,268,Georgia,0,244,4.6,6.2,0.48,incidence
GMB,32,270,270,The Republic of the Gambia,0,8,0.42,0.31,0.04,incidence
PSE,32,275,275,Gaza Strip and West Bank,0,218,4.9,4.1,0.47,incidence
DEU,32,276,276,Germany,0,6537,5.6,7.8,0.54,incidence
GHA,32,288,288,Ghana,0,132,0.57,0.41,0.06,incidence
GRC,32,300,300,Greece,0,1025,5.7,9.9,0.65,incidence
GLP,32,312,312,"France, Guadeloupe",0,23,4.3,5.8,0.41,incidence
GUM,32,316,316,Guam,0,13,6.5,7.6,0.7,incidence
GTM,32,320,320,Guatemala,0,546,3.7,2.9,0.4,incidence
GIN,32,324,324,Guinea,0,39,0.48,0.28,0.05,incidence
GUY,32,328,328,Guyana,0,7,0.85,0.88,0.18,incidence
HTI,32,332,332,Haiti,0,132,1.2,1.1,0.11,incidence
HND,32,340,340,Honduras,0,439,4.8,4.3,0.49,incidence
HUN,32,348,348,Hungary,0,1834,16.3,19.1,1.4,incidence
ISL,32,352,352,Iceland,0,33,6.9,9.6,0.67,incidence
IND,32,356,356,India,0,21873,1.5,1.6,0.14,incidence
IDN,32,360,360,Indonesia,0,13761,4.5,4.9,0.45,incidence
IRN,32,364,364,"Iran, Islamic Republic of",0,3939,4,4.6,0.4,incidence
IRQ,32,368,368,Iraq,0,1618,4.7,3.8,0.46,incidence
IRL,32,372,372,Ireland,0,353,5.3,7,0.52,incidence
ISR,32,376,376,Israel,0,1200,12.3,13.5,1.2,incidence
ITA,32,380,380,Italy,0,8948,10,14.9,1,incidence
CIV,32,384,384,Côte d'Ivoire,0,136,0.78,0.49,0.08,incidence
JAM,32,388,388,Jamaica,0,109,3.1,3.7,0.37,incidence
JPN,32,392,392,Japan,0,16419,6.7,13.1,0.74,incidence
KAZ,32,398,398,Kazakhstan,0,602,2.8,3.1,0.3,incidence
JOR,32,400,400,Jordan,0,528,5.6,5.1,0.55,incidence
KEN,32,404,404,Kenya,0,445,1.5,0.79,0.16,incidence
PRK,32,408,408,"Korea, Democratic People Republic of",0,1086,3.3,4.2,0.32,incidence
KOR,32,410,410,"Korea, Republic of",0,17642,23.2,34.4,2.3,incidence
KWT,32,414,414,Kuwait,0,251,4.8,5.7,0.49,incidence
KGZ,32,417,417,Kyrgyzstan,0,104,1.7,1.6,0.18,incidence
LAO,32,418,418,Lao People's Democratic Republic,0,338,4.9,4.5,0.48,incidence
LBN,32,422,422,Lebanon,0,426,5.6,6.4,0.56,incidence
LSO,32,426,426,Lesotho,0,5,0.33,0.23,0.05,incidence
LVA,32,428,428,Latvia,0,234,8.2,12.7,0.87,incidence
LBR,32,430,430,Liberia,0,25,0.74,0.47,0.09,incidence
LBY,32,434,434,Libya,0,215,3.2,3.1,0.31,incidence
LTU,32,440,440,Lithuania,0,336,8.8,12.6,0.89,incidence
LUX,32,442,442,Luxembourg,0,61,7.6,9.5,0.72,incidence
MDG,32,450,450,Madagascar,0,189,1,0.65,0.11,incidence
MWI,32,454,454,Malawi,0,118,1.2,0.58,0.14,incidence
MYS,32,458,458,Malaysia,0,874,2.3,2.6,0.23,incidence
MDV,32,462,462,Maldives,0,17,2.7,3.1,0.27,incidence
MLI,32,466,466,Mali,0,211,2.1,0.98,0.24,incidence
MLT,32,470,470,Malta,0,76,12.3,17.1,1.2,incidence
MTQ,32,474,474,"France, Martinique",0,32,5.7,8.6,0.6,incidence
MRT,32,478,478,Mauritania,0,35,1.1,0.71,0.12,incidence
MUS,32,480,480,Mauritius,0,28,1.6,2.2,0.16,incidence
MEX,32,484,484,Mexico,0,11392,7.9,8.7,0.79,incidence
MNG,32,496,496,Mongolia,0,45,1.3,1.3,0.14,incidence
MDA,32,498,498,Moldova,0,385,7.4,9.6,0.7,incidence
MNE,32,499,499,Montenegro,0,34,4.1,5.4,0.42,incidence
MAR,32,504,504,Morocco,0,2861,6.8,7.6,0.7,incidence
MOZ,32,508,508,Mozambique,0,178,0.84,0.54,0.08,incidence
OMN,32,512,512,Oman,0,212,3.8,4,0.36,incidence
NAM,32,516,516,Namibia,0,25,1.2,0.95,0.11,incidence
NPL,32,524,524,Nepal,0,710,2.5,2.4,0.25,incidence
NLD,32,528,528,The Netherlands,0,1021,4.1,5.9,0.4,incidence
NCL,32,540,540,New Caledonia,0,53,14.4,18.2,1.6,incidence
VUT,32,548,548,Vanuatu,0,22,9,6.8,0.95,incidence
NZL,32,554,554,New Zealand,0,436,6.7,8.9,0.66,incidence
NIC,32,558,558,Nicaragua,0,273,4,4,0.39,incidence
NER,32,562,562,Niger,0,139,1,0.53,0.1,incidence
NGA,32,566,566,Nigeria,0,1104,1,0.51,0.12,incidence
NOR,32,578,578,Norway,0,647,8,11.7,0.81,incidence
PAK,32,586,586,Pakistan,0,3135,1.6,1.4,0.16,incidence
PAN,32,591,591,Panama,0,282,5.7,6.3,0.51,incidence
PNG,32,598,598,Papua New Guinea,0,498,6.9,5.4,0.73,incidence
PRY,32,600,600,Paraguay,0,486,6.7,6.7,0.67,incidence
PER,32,604,604,Peru,0,2452,6.3,7.3,0.65,incidence
PHL,32,608,608,Philippines,0,7771,7.3,6.9,0.77,incidence
POL,32,616,616,Poland,0,3076,5.4,8.2,0.57,incidence
PRT,32,620,620,Portugal,0,2260,15.6,22.3,1.5,incidence
GNB,32,624,624,Guinea-Bissau,0,4,0.38,0.19,0.04,incidence
TLS,32,626,626,Timor-Leste,0,15,1.4,1.1,0.16,incidence
PRI,32,630,630,Puerto Rico,0,499,12.4,17.6,1.2,incidence
QAT,32,634,634,Qatar,0,89,2.6,3,0.28,incidence
REU,32,638,638,"France, La Réunion",0,39,3.3,4.3,0.34,incidence
ROU,32,642,642,Romania,0,1736,6.2,9.1,0.65,incidence
RUS,32,643,643,Russian Federation,0,16145,8,11.1,0.82,incidence
RWA,32,646,646,Rwanda,0,84,0.9,0.62,0.09,incidence
LCA,32,662,662,Saint Lucia,0,10,4.5,5.4,0.4,incidence
STP,32,678,678,Sao Tome and Principe,0,0,0,0,0,incidence
SAU,32,682,682,Saudi Arabia,0,2618,6.6,7.3,0.64,incidence
SEN,32,686,686,Senegal,0,115,1.1,0.65,0.12,incidence
SRB,32,688,688,Serbia,0,478,3.5,5.5,0.4,incidence
SLE,32,694,694,Sierra Leone,0,3,0.04,0.04,0,incidence
SGP,32,702,702,Singapore,0,640,7.1,10.8,0.71,incidence
SVK,32,703,703,Slovakia,0,348,3.4,6.4,0.45,incidence
VNM,32,704,704,Viet Nam,0,6122,5.2,6.2,0.51,incidence
SVN,32,705,705,Slovenia,0,255,8.5,12.3,0.84,incidence
SOM,32,706,706,Somalia,0,267,2.8,1.6,0.3,incidence
ZAF,32,710,710,South Africa,0,1298,2.2,2.1,0.23,incidence
ZWE,32,716,716,Zimbabwe,0,158,2.1,1,0.24,incidence
ESP,32,724,724,Spain,0,5233,8.3,11.2,0.78,incidence
SSD,32,728,728,South Sudan,0,116,1.7,1,0.18,incidence
SDN,32,729,729,Sudan,0,728,2.6,1.6,0.29,incidence
SUR,32,740,740,Suriname,0,22,3.4,3.7,0.33,incidence
SWZ,32,748,748,Eswatini,0,4,0.66,0.34,0.1,incidence
SWE,32,752,752,Sweden,0,936,6.8,9.2,0.65,incidence
CHE,32,756,756,Switzerland,0,861,7,9.8,0.68,incidence
SYR,32,760,760,Syrian Arab Republic,0,837,4.4,4.3,0.4,incidence
TJK,32,762,762,Tajikistan,0,25,0.34,0.25,0.04,incidence
THA,32,764,764,Thailand,0,3456,3.4,4.9,0.34,incidence
TGO,32,768,768,Togo,0,52,0.99,0.6,0.09,incidence
TTO,32,780,780,Trinidad and Tobago,0,94,4.9,6.7,0.55,incidence
ARE,32,784,784,United Arab Emirates,0,444,5.4,4.4,0.58,incidence
TUN,32,788,788,Tunisia,0,362,2.5,3,0.24,incidence
TUR,32,792,792,Türkiye,0,15376,15.6,18,1.5,incidence
TKM,32,795,795,Turkmenistan,0,80,1.3,1.3,0.14,incidence
UGA,32,800,800,Uganda,0,357,1.8,0.74,0.18,incidence
UKR,32,804,804,Ukraine,0,3601,6,8.3,0.6,incidence
MKD,32,807,807,North Macedonia,0,50,1.4,2.4,0.19,incidence
EGY,32,818,818,Egypt,0,2612,2.8,2.5,0.29,incidence
GBR,32,826,826,United Kingdom,0,4760,5.1,7,0.5,incidence
TZA,32,834,834,"Tanzania, United Republic of",0,397,1.3,0.63,0.14,incidence
USA,32,840,840,United States of America,0,52169,12.1,15.6,1.2,incidence
BFA,32,854,854,Burkina Faso,0,84,0.83,0.38,0.14,incidence
URY,32,858,858,Uruguay,0,358,8.5,10.2,0.81,incidence
UZB,32,860,860,Uzbekistan,0,390,1.2,1.1,0.13,incidence
VEN,32,862,862,Venezuela,0,1101,3.4,3.8,0.34,incidence
WSM,32,882,882,Samoa,0,17,9.9,8.4,1.1,incidence
YEM,32,887,887,Yemen,0,526,2.3,1.7,0.22,incidence
ZMB,32,894,894,Zambia,0,65,0.84,0.33,0.1,incidence
,,,,Total,,821011,9.1,10.4,0.91,incidence
AFG,22,4,4,Afghanistan,0,20,0.18,0.1,0.02,incidence
ALB,22,8,8,Albania,0,17,0.62,1.2,0.06,incidence
DZA,22,12,12,Algeria,0,49,0.21,0.22,0.02,incidence
AGO,22,24,24,Angola,0,82,0.65,0.46,0.05,incidence
AZE,22,31,31,Azerbaijan,0,2,0.03,0.04,0,incidence
ARG,22,32,32,Argentina,0,106,0.32,0.45,0.03,incidence
AUS,22,36,36,Australia,0,104,0.43,0.79,0.05,incidence
AUT,22,40,40,Austria,0,38,0.33,0.83,0.03,incidence
BHS,22,44,44,Bahamas,0,2,0.81,0.97,0.14,incidence
BHR,22,48,48,Bahrain,0,0,0,0,0,incidence
BGD,22,50,50,Bangladesh,0,238,0.31,0.29,0.03,incidence
ARM,22,51,51,Armenia,0,8,0.28,0.51,0.04,incidence
BRB,22,52,52,Barbados,0,0,0,0,0,incidence
BEL,22,56,56,Belgium,0,53,0.44,0.9,0.05,incidence
BTN,22,64,64,Bhutan,0,0,0,0,0,incidence
BOL,22,68,68,Bolivia,0,28,0.49,0.47,0.04,incidence
BIH,22,70,70,Bosnia Herzegovina,0,14,0.35,0.84,0.05,incidence
BWA,22,72,72,Botswana,0,7,0.6,0.56,0.07,incidence
BRA,22,76,76,Brazil,0,462,0.28,0.42,0.03,incidence
BLZ,22,84,84,Belize,0,0,0,0,0,incidence
SLB,22,90,90,Solomon Islands,0,1,0.35,0.28,0.03,incidence
BRN,22,96,96,Brunei Darussalam,0,0,0,0,0,incidence
BGR,22,100,100,Bulgaria,0,35,0.41,0.99,0.05,incidence
MMR,22,104,104,Myanmar,0,68,0.21,0.24,0.04,incidence
BDI,22,108,108,Burundi,0,14,0.43,0.22,0.04,incidence
BLR,22,112,112,Belarus,0,24,0.24,0.48,0.03,incidence
KHM,22,116,116,Cambodia,0,10,0.12,0.11,0.01,incidence
CMR,22,120,120,Cameroon,0,47,0.59,0.34,0.07,incidence
CAN,22,124,124,Canada,0,228,0.53,1.2,0.06,incidence
CPV,22,132,132,Cape Verde,0,0,0,0,0,incidence
CAF,22,140,140,Central African Republic,0,3,0.21,0.12,0.03,incidence
LKA,22,144,144,Sri Lanka,0,56,0.35,0.5,0.04,incidence
TCD,22,148,148,Chad,0,17,0.43,0.19,0.05,incidence
CHL,22,152,152,Chile,0,57,0.32,0.58,0.04,incidence
CHN,22,156,160,China,0,2685,0.23,0.39,0.03,incidence
COL,22,170,170,Colombia,0,183,0.51,0.7,0.06,incidence
COM,22,174,174,Comoros,0,0,0,0,0,incidence
COG,22,178,178,"Congo, Republic of",0,5,0.29,0.17,0.04,incidence
COD,22,180,180,"Congo, Democratic People Republic of",0,118,0.45,0.25,0.05,incidence
CRI,22,188,188,Costa Rica,0,10,0.24,0.39,0.03,incidence
HRV,22,191,191,Croatia,0,20,0.36,0.95,0.04,incidence
CUB,22,192,192,Cuba,0,66,0.55,1.2,0.07,incidence
CYP,22,196,196,Cyprus,0,0,0,0,0,incidence
CZE,22,203,203,Czechia,0,61,0.43,1.1,0.05,incidence
BEN,22,204,204,Benin,0,13,0.39,0.2,0.05,incidence
DNK,22,208,208,Denmark,0,22,0.3,0.75,0.04,incidence
DOM,22,214,214,Dominican Republic,0,57,0.92,1,0.09,incidence
ECU,22,218,218,Ecuador,0,30,0.28,0.33,0.02,incidence
SLV,22,222,222,El Salvador,0,10,0.17,0.29,0.01,incidence
GNQ,22,226,226,Equatorial Guinea,0,1,0.14,0.15,0.01,incidence
ETH,22,231,231,Ethiopia,0,220,0.59,0.36,0.08,incidence
ERI,22,232,232,Eritrea,0,5,0.47,0.27,0.07,incidence
EST,22,233,233,Estonia,0,5,0.34,0.72,0.05,incidence
FJI,22,242,242,Fiji,0,2,0.46,0.45,0.05,incidence
FIN,22,246,246,Finland,0,23,0.33,0.82,0.04,incidence
FRA,22,250,250,France (metropolitan),0,246,0.33,0.73,0.03,incidence
GUF,22,254,254,French Guyana,0,0,0,0,0,incidence
PYF,22,258,258,French Polynesia,0,0,0,0,0,incidence
DJI,22,262,262,Djibouti,0,1,0.22,0.21,0.03,incidence
GAB,22,266,266,Gabon,0,4,0.46,0.35,0.05,incidence
GEO,22,268,268,Georgia,0,16,0.32,0.77,0.03,incidence
GMB,22,270,270,The Republic of the Gambia,0,0,0,0,0,incidence
PSE,22,275,275,Gaza Strip and West Bank,0,2,0.16,0.08,0.03,incidence
DEU,22,276,276,Germany,0,592,0.44,1.4,0.05,incidence
GHA,22,288,288,Ghana,0,22,0.15,0.14,0.01,incidence
GRC,22,300,300,Greece,0,17,0.14,0.32,0.02,incidence
GLP,22,312,312,"France, Guadeloupe",0,0,0,0,0,incidence
GUM,22,316,316,Guam,0,0,0,0,0,incidence
GTM,22,320,320,Guatemala,0,15,0.19,0.16,0.02,incidence
GIN,22,324,324,Guinea,0,22,0.46,0.31,0.05,incidence
GUY,22,328,328,Guyana,0,0,0,0,0,incidence
HTI,22,332,332,Haiti,0,23,0.49,0.39,0.06,incidence
HND,22,340,340,Honduras,0,19,0.45,0.37,0.06,incidence
HUN,22,348,348,Hungary,0,71,0.52,1.4,0.07,incidence
ISL,22,352,352,Iceland,0,1,0.27,0.58,0.07,incidence
IND,22,356,356,India,0,5000,0.7,0.74,0.08,incidence
IDN,22,360,360,Indonesia,0,462,0.3,0.33,0.02,incidence
IRN,22,364,364,"Iran, Islamic Republic of",0,55,0.12,0.13,0.01,incidence
IRQ,22,368,368,Iraq,0,19,0.14,0.09,0.02,incidence
IRL,22,372,372,Ireland,0,13,0.24,0.51,0.03,incidence
ISR,22,376,376,Israel,0,20,0.25,0.45,0.03,incidence
ITA,22,380,380,Italy,0,280,0.29,0.91,0.03,incidence
CIV,22,384,384,Côte d'Ivoire,0,59,0.79,0.43,0.08,incidence
JAM,22,388,388,Jamaica,0,6,0.31,0.4,0.03,incidence
JPN,22,392,392,Japan,0,378,0.19,0.59,0.02,incidence
KAZ,22,398,398,Kazakhstan,0,51,0.4,0.52,0.05,incidence
JOR,22,400,400,Jordan,0,11,0.28,0.22,0.03,incidence
KEN,22,404,404,Kenya,0,59,0.36,0.21,0.06,incidence
PRK,22,408,408,"Korea, Democratic People Republic of",0,30,0.14,0.23,0.02,incidence
KOR,22,410,410,"Korea, Republic of",0,95,0.17,0.37,0.02,incidence
KWT,22,414,414,Kuwait,0,0,0,0,0,incidence
KGZ,22,417,417,Kyrgyzstan,0,9,0.28,0.26,0.05,incidence
LAO,22,418,418,Lao People's Democratic Republic,0,8,0.27,0.21,0.04,incidence
LBN,22,422,422,Lebanon,0,12,0.27,0.36,0.03,incidence
LSO,22,426,426,Lesotho,0,3,0.34,0.27,0.03,incidence
LVA,22,428,428,Latvia,0,13,0.44,1.3,0.05,incidence
LBR,22,430,430,Liberia,0,10,0.55,0.38,0.06,incidence
LBY,22,434,434,Libya,0,9,0.28,0.26,0.03,incidence
LTU,22,440,440,Lithuania,0,13,0.33,0.91,0.04,incidence
LUX,22,442,442,Luxembourg,0,3,0.28,0.95,0.04,incidence
MDG,22,450,450,Madagascar,0,54,0.54,0.37,0.05,incidence
MWI,22,454,454,Malawi,0,85,1.5,0.83,0.19,incidence
MYS,22,458,458,Malaysia,0,49,0.26,0.3,0.02,incidence
MDV,22,462,462,Maldives,0,0,0,0,0,incidence
MLI,22,466,466,Mali,0,37,0.59,0.35,0.07,incidence
MLT,22,470,470,Malta,0,2,0.23,0.9,0.04,incidence
MTQ,22,474,474,"France, Martinique",0,2,0.27,0.99,0.04,incidence
MRT,22,478,478,Mauritania,0,8,0.46,0.33,0.05,incidence
MUS,22,480,480,Mauritius,0,5,0.44,0.77,0.05,incidence
MEX,22,484,484,Mexico,0,246,0.31,0.37,0.04,incidence
MNG,22,496,496,Mongolia,0,10,0.63,0.58,0.07,incidence
MDA,22,498,498,Moldova,0,3,0.07,0.14,0.01,incidence
MNE,22,499,499,Montenegro,0,2,0.26,0.63,0.06,incidence
MAR,22,504,504,Morocco,0,66,0.31,0.35,0.04,incidence
MOZ,22,508,508,Mozambique,0,48,0.38,0.28,0.03,incidence
OMN,22,512,512,Oman,0,4,0.38,0.22,0.05,incidence
NAM,22,516,516,Namibia,0,12,1.2,0.88,0.14,incidence
